Bin	Sum_R2	SumSq_R2	N_Pairs
726000	401471	265507	1914132
727000	403788	267583	1911886
728000	407318	270704	1919319
729000	406541	269913	1914743
730000	410227	273478	1915527
731000	411776	274477	1919635
732000	409629	272423	1919131
733000	411647	274038	1925064
734000	412908	275792	1930287
735000	418561	280663	1948254
736000	419644	281727	1950160
737000	419765	282233	1951512
738000	422150	283661	1959880
739000	424470	286403	1967740
740000	425740	287566	1957909
741000	422972	285391	1946517
742000	422072	285335	1942528
743000	425567	288449	1942530
744000	426545	289141	1942366
745000	425569	288399	1931942
746000	423042	285864	1921802
747000	424456	287919	1918263
749000	421596	285004	1925121
750000	418223	282944	1915756
751000	416654	281204	1919404
752000	416246	280500	1920915
753000	412937	276859	1923681
755000	418559	281550	1938723
756000	415520	278584	1932269
757000	417969	280467	1935781
758000	419456	282044	1931376
759000	415330	279452	1906645
761000	412664	276882	1915970
762000	410872	275347	1908074
763000	413563	278131	1902764
764000	413890	278575	1904361
765000	417756	282257	1910076
766000	420191	284943	1907573
767000	422616	286916	1914070
768000	424934	289119	1924345
769000	427710	291734	1926443
770000	422491	286982	1921498
771000	419390	283803	1909760
773000	419666	284192	1906897
774000	419936	284272	1919601
775000	417700	281508	1923930
776000	416899	280515	1923689
777000	409909	274200	1916422
778000	411154	275228	1920251
779000	408623	272764	1920896
780000	402295	267704	1903552
781000	403425	268523	1903913
782000	402592	267475	1903935
783000	399120	265127	1893923
784000	403536	269156	1897070
785000	403268	269545	1903138
786000	405474	271241	1906953
787000	406501	272036	1913808
788000	409930	274959	1916817
789000	410278	276651	1899008
790000	410939	276975	1905531
791000	414551	279452	1922518
792000	418094	283004	1919884
793000	417316	282501	1916182
794000	421644	286023	1923689
795000	424743	289039	1933046
796000	421009	286520	1920623
797000	418233	283334	1924435
798000	417478	282149	1922906
799000	416143	281191	1923883
800000	411267	277511	1915894
801000	412007	277598	1922305
802000	412076	278569	1915122
803000	411357	277244	1922972
804000	407431	273328	1921113
805000	408184	274138	1927397
806000	408629	274465	1924510
807000	409907	275330	1933425
808000	411578	277002	1938431
809000	414156	279771	1921282
810000	413591	278634	1931642
811000	419635	284163	1940362
812000	425043	288109	1956030
813000	417822	282658	1936637
814000	421135	285383	1933970
815000	422153	285896	1941944
816000	422992	286586	1953720
817000	422990	286447	1947331
818000	428683	291842	1942638
819000	427242	290679	1939549
820000	428210	291359	1937261
821000	427165	290383	1936269
822000	424573	288560	1931811
823000	425838	289916	1934955
824000	417847	282643	1928211
825000	413224	278036	1920690
826000	411094	275600	1929712
827000	407296	272365	1926676
828000	404564	269621	1920090
829000	399024	264316	1912333
830000	401654	266830	1918904
831000	406418	271611	1920476
832000	405614	271080	1906749
833000	406669	272478	1908359
834000	406618	272850	1901717
835000	404216	269697	1902778
836000	402082	267943	1900399
838000	403597	270400	1885063
839000	404161	271090	1885291
840000	406341	272870	1889235
841000	400477	267467	1884349
842000	397453	264228	1887940
843000	401779	268259	1900345
844000	401126	268031	1891258
846000	411058	277449	1892925
847000	418790	284150	1914375
848000	417170	282122	1913609
849000	414324	280118	1897050
850000	415196	280972	1902182
851000	421029	286721	1908859
852000	421027	286323	1913506
854000	420482	285369	1913121
855000	416293	282162	1910178
856000	416794	281923	1914506
857000	413290	278375	1913759
858000	408825	273892	1921002
859000	408514	274065	1908987
860000	411573	276198	1917134
861000	410043	274862	1922620
862000	405309	271596	1910507
863000	403120	269883	1901169
864000	402660	269434	1909240
865000	402757	269739	1907553
866000	408917	275247	1916016
867000	404802	271233	1915776
868000	407081	272644	1924641
869000	406712	272564	1927042
870000	407222	273241	1921288
871000	404436	270989	1909395
872000	401691	268667	1912708
873000	398897	266383	1901687
874000	397141	265073	1898488
875000	399356	267225	1899888
876000	402701	270188	1904640
877000	403027	270511	1907774
878000	401795	269545	1911144
880000	404852	271567	1918473
881000	409338	276316	1919320
882000	408927	274895	1928601
883000	402143	268947	1908986
884000	402395	269226	1910156
885000	404386	271959	1901534
886000	409387	276283	1908134
887000	409862	276116	1908495
888000	409377	275486	1914924
889000	407645	273773	1911299
890000	404095	270656	1913767
891000	402499	269808	1915036
892000	401046	269100	1890699
894000	401432	269854	1893740
895000	405460	273939	1904528
896000	406065	274148	1910704
897000	407147	274677	1919942
898000	404616	271997	1916919
899000	398937	267682	1899182
900000	394375	263224	1902603
901000	395855	264612	1905640
902000	395512	264302	1897834
903000	390582	259504	1897654
904000	389435	258238	1888212
905000	387466	256009	1896774
906000	387390	256090	1889189
907000	384743	253350	1893492
908000	387128	255204	1894197
909000	388584	256273	1898397
910000	385981	254466	1887190
911000	387456	255988	1885739
912000	390797	259679	1887179
913000	394714	263018	1899575
914000	394362	263316	1887757
915000	397080	265659	1898791
917000	395251	263621	1898639
918000	395229	263864	1900422
919000	399217	268370	1895469
920000	397238	266638	1884830
921000	399699	269068	1893234
922000	402477	271745	1891757
923000	399188	268063	1894246
924000	396771	265743	1891821
925000	395678	264773	1894884
926000	393711	262635	1903038
927000	394476	263214	1902551
928000	394371	262250	1911726
929000	397450	265152	1922604
930000	395673	263726	1914072
931000	391030	259927	1902384
932000	390895	259678	1902166
933000	390624	258678	1906656
934000	389421	258294	1899847
935000	389710	258399	1915424
936000	393186	262096	1911840
937000	395866	265209	1898080
938000	398258	268071	1889533
939000	400107	270042	1894769
940000	399042	269107	1891779
941000	402865	272603	1891443
942000	405151	274440	1908677
943000	410081	278536	1914072
944000	414773	283680	1903678
945000	414550	283246	1914538
946000	417758	286232	1909392
947000	418396	286105	1913855
949000	412017	279918	1913847
950000	408391	275762	1917114
951000	405189	272350	1919305
952000	405343	272742	1928231
953000	399677	268213	1913646
954000	398555	267483	1908839
955000	394657	263637	1916709
956000	389365	258928	1905538
957000	387765	257498	1898030
958000	386888	257709	1888449
959000	382349	253117	1887406
961000	379523	250019	1883636
962000	380320	250917	1888797
963000	376567	246888	1884343
964000	376956	247269	1874699
965000	381267	251110	1881075
966000	383678	253240	1885787
967000	386722	255869	1897216
968000	386398	255090	1897587
969000	383318	252785	1879616
970000	382936	252574	1889566
971000	385007	254505	1890833
972000	385594	255345	1889816
973000	386826	256272	1906321
974000	387428	257534	1895286
975000	380611	251162	1889045
976000	379446	250969	1872872
977000	377976	249091	1880006
978000	377285	248725	1885108
979000	373908	245700	1872716
980000	372498	244194	1885289
981000	372962	244817	1889119
982000	373238	245157	1886902
983000	372418	243809	1895057
984000	368822	241445	1869567
985000	368249	240899	1872584
986000	370053	242684	1868447
987000	372168	244740	1867247
988000	374898	247603	1865031
989000	375916	248656	1870453
990000	373131	245919	1868165
991000	372769	245732	1867745
992000	373545	246023	1869614
993000	373246	245448	1872609
994000	367135	240133	1860240
995000	366379	239053	1868059
996000	368974	242469	1855891
997000	368898	241987	1855142
998000	367568	240516	1858755
999000	363777	236668	1855921
1000000	364369	237057	1850676
1001000	361854	234622	1851793
1002000	362864	235423	1854957
1003000	366795	238765	1860603
1004000	367454	239147	1864190
1005000	361745	234404	1847912
1006000	361684	233914	1851967
1008000	356321	229695	1838109
1009000	353296	226276	1850788
1010000	355319	227952	1856147
1011000	351280	224753	1842510
1012000	349212	222901	1837931
1013000	350565	224233	1839901
1014000	352608	225487	1851790
1015000	353730	227518	1843207
1016000	353524	227240	1841032
1017000	352084	226290	1832763
1018000	352981	227261	1835101
1019000	353875	227871	1836445
1020000	358109	232498	1828321
1021000	364366	238210	1846864
1022000	368520	242109	1849450
1023000	363031	237976	1829254
1024000	365024	239361	1838500
1025000	364514	238596	1846414
1026000	363355	237375	1849675
1027000	366166	239937	1849597
1028000	373279	246481	1862038
1029000	370481	243668	1866640
1030000	366126	238741	1863196
1031000	362139	235199	1857946
1032000	358479	232754	1845218
1033000	355112	229647	1843745
1034000	354439	229128	1844226
1035000	353166	228467	1833887
1036000	354138	229200	1838945
1037000	357218	232366	1841291
1038000	356650	231638	1838650
1039000	351827	227287	1830919
1040000	353897	228853	1837150
1041000	354256	228728	1850409
1042000	352698	227363	1853428
1043000	349126	223910	1845056
1044000	348955	224216	1841179
1045000	346489	221790	1842024
1046000	348113	223399	1840026
1047000	347533	223154	1840749
1048000	348387	223907	1844284
1050000	335727	212512	1823373
1051000	333250	210334	1821147
1052000	331879	208877	1821748
1053000	328772	205847	1816043
1054000	330997	207941	1823399
1055000	335536	212966	1817634
1056000	333894	211735	1817575
1057000	337147	215171	1807836
1058000	341223	218747	1822187
1059000	342202	219711	1829361
1060000	340070	217500	1819224
1061000	343815	220501	1831608
1062000	348811	225233	1835774
1064000	350337	226965	1834039
1065000	352206	228492	1841591
1066000	357613	232977	1857794
1067000	355257	231009	1857192
1068000	353737	229450	1851205
1069000	353482	229013	1847856
1070000	352074	228742	1831886
1071000	354905	231267	1840452
1072000	363850	238999	1861667
1073000	359539	235506	1846019
1074000	353688	230593	1833829
1076000	350883	227216	1838562
1077000	344935	221470	1834628
1078000	346624	222879	1841120
1079000	350516	225443	1855039
1080000	349560	224969	1857157
1081000	345617	221695	1844355
1082000	344001	220092	1836360
1083000	339234	216939	1816477
1084000	338761	216623	1809957
1085000	341223	218557	1822860
1086000	338230	215191	1828557
1087000	338248	215522	1828328
1088000	339074	215641	1840801
1089000	337136	215484	1821422
1090000	335682	213442	1831806
1091000	332512	210706	1815991
1092000	335285	212337	1835874
1093000	336550	213425	1848722
1094000	340131	216711	1835305
1095000	340849	217897	1831380
1096000	342146	219198	1826648
1097000	337663	214423	1827790
1098000	334783	212530	1810534
1099000	336619	213993	1819219
1100000	336418	213990	1821568
1101000	333400	211342	1809445
1102000	331589	208836	1818501
1104000	330025	207410	1812719
1105000	331913	208797	1814515
1106000	332961	209625	1820381
1107000	330464	207201	1832667
1108000	331169	208150	1827978
