Bin	Sum_R2	SumSq_R2	N_Pairs
200000	535417	362236	2420348
201000	534420	361339	2424725
202000	538235	364107	2438755
203000	535978	362109	2438351
204000	535416	362233	2439660
205000	535707	361696	2445819
206000	534484	361035	2440261
207000	536890	362187	2457937
208000	533158	359376	2443132
209000	529937	357734	2428008
210000	530563	357981	2432049
211000	527497	356288	2411596
212000	526295	355104	2411911
213000	526369	354759	2419572
214000	525091	353572	2420173
215000	522128	351188	2417134
216000	521769	351203	2402834
217000	525415	353153	2426303
218000	523488	352050	2415193
219000	523137	351866	2413835
220000	521575	350576	2408107
221000	520939	350199	2402715
222000	520511	349245	2402270
224000	514415	345577	2369384
225000	516595	346818	2391813
226000	517840	347609	2398594
227000	516091	346684	2390219
228000	516961	346791	2404456
229000	515458	344613	2418498
230000	517278	346001	2430084
231000	516814	345810	2432276
232000	518142	347049	2425429
233000	519148	347526	2433275
234000	522192	348914	2465779
235000	521800	349187	2455964
236000	520737	348438	2457729
237000	520059	347320	2461150
238000	520363	347343	2465296
239000	519579	346782	2464524
240000	518726	346477	2461123
241000	518827	347242	2447642
242000	515796	345027	2433283
243000	517364	345988	2435809
244000	516281	345141	2434076
245000	512181	341826	2415769
246000	511146	340257	2426308
247000	510646	340029	2421629
248000	510062	339773	2420667
249000	509638	338814	2421521
250000	509792	339743	2411834
251000	505596	337062	2396148
252000	503522	335457	2394784
253000	503553	335000	2399956
254000	501306	333391	2390776
255000	497219	330010	2391966
257000	500479	331971	2403453
258000	500575	331780	2410447
259000	500206	331735	2401074
261000	498428	330711	2392090
262000	499069	330959	2398002
263000	498789	330928	2390047
264000	495559	328774	2371837
265000	495463	328387	2362240
266000	492909	326455	2355487
267000	491701	324486	2375222
268000	492517	325316	2377403
269000	493382	326548	2374858
270000	493471	325997	2385939
271000	492554	325450	2378780
272000	491425	324371	2382264
273000	491311	324749	2374147
274000	493920	326497	2394712
275000	492590	325847	2379148
276000	493013	326518	2379527
277000	492910	326479	2383656
278000	490519	324857	2377600
279000	489080	323628	2381089
280000	486565	320620	2395378
281000	485751	319994	2380951
282000	485384	320578	2371755
283000	485133	319541	2381469
284000	487113	321125	2389095
285000	489164	322442	2397928
286000	489493	322050	2415903
287000	490647	322484	2424674
288000	487633	320857	2404151
289000	486331	319691	2412931
290000	486110	319345	2408160
291000	484882	318881	2396238
292000	485151	319287	2399346
293000	485681	319866	2396214
294000	484121	319033	2381044
295000	484156	319432	2378563
296000	480381	316266	2366548
297000	480947	317245	2358184
298000	482825	318003	2368886
299000	484164	319321	2374001
300000	485705	320278	2391752
301000	485010	319257	2398771
302000	481245	316771	2397309
304000	480442	316290	2394172
305000	479690	315470	2387810
306000	477409	314241	2370684
307000	479969	316123	2387696
308000	479786	316157	2380583
309000	478002	314766	2380501
310000	476121	313609	2371109
311000	478427	315577	2374641
312000	477872	315482	2371252
313000	477498	314855	2364218
314000	477295	314711	2360734
316000	475656	313452	2362349
317000	474795	312808	2364164
318000	472105	311248	2355081
319000	470736	309683	2352881
320000	472836	311008	2363319
321000	470925	309872	2351465
322000	471958	310454	2353240
323000	471884	310417	2357077
324000	470767	309610	2361383
325000	470399	309364	2349460
326000	474497	312058	2372333
327000	476168	313238	2383787
328000	475617	313239	2368239
330000	472161	310687	2355581
331000	472309	310255	2365561
332000	470707	309044	2368997
333000	470718	308532	2371873
334000	468418	307284	2357874
335000	467188	306573	2364677
336000	467231	306629	2363693
337000	468656	307245	2381078
338000	469697	308537	2378288
339000	467926	307342	2368587
340000	467658	306759	2381104
341000	466029	305572	2367406
342000	465207	305137	2354474
343000	464395	305078	2343323
344000	465483	305892	2349295
345000	461801	303263	2334840
346000	460599	302584	2323429
347000	458592	301425	2321197
348000	458676	302086	2311165
349000	458956	302494	2318035
350000	460748	303004	2328411
351000	457150	300362	2314075
352000	460983	302191	2346689
353000	461936	302734	2358145
354000	460634	301853	2345600
355000	456622	298796	2324845
356000	457600	299687	2334864
357000	457595	299841	2334326
358000	455185	298728	2309816
359000	455279	298176	2317460
360000	457287	299121	2327553
361000	455448	297750	2320432
362000	456517	298058	2331460
363000	458238	299254	2337438
364000	455416	297143	2324702
365000	454678	297114	2326177
366000	454992	297263	2331363
368000	455362	297488	2340442
369000	457784	299888	2331821
370000	456379	299057	2328330
371000	455896	298307	2327076
372000	455392	298147	2328285
373000	455498	298338	2334256
374000	454715	298077	2313313
375000	453361	296538	2316735
376000	449977	294386	2299718
377000	447488	292002	2303785
378000	447432	291994	2307916
379000	448317	292383	2307280
380000	447593	291708	2304426
381000	449222	292665	2312846
383000	447296	290696	2327538
384000	447821	290901	2332799
385000	450532	292979	2343243
386000	447511	291327	2332961
387000	446199	290350	2329260
388000	447933	291463	2341623
389000	448098	291830	2338783
390000	448310	291779	2335186
391000	448634	291947	2340236
392000	446383	290166	2323825
393000	446286	290273	2319278
394000	446898	290428	2322854
395000	446309	290118	2323197
396000	446507	289947	2322595
398000	446465	289600	2340134
399000	446525	289689	2338954
400000	447658	290830	2341491
401000	445473	288897	2336631
402000	445960	289702	2345582
403000	446639	290294	2333248
404000	447543	291295	2335353
405000	447697	290689	2342245
406000	447864	291309	2325548
407000	447032	291296	2322060
408000	447743	290937	2334570
409000	447409	291067	2333040
410000	446841	290220	2331997
411000	445676	289035	2332395
412000	445182	288887	2332555
413000	443785	287339	2332661
414000	444155	287363	2330259
415000	444795	288108	2336200
416000	441802	286827	2298582
417000	442051	286558	2303453
418000	444328	288039	2308749
419000	444248	287109	2328285
420000	444939	288371	2329290
421000	445071	288376	2326819
422000	445444	289432	2317258
423000	445511	288647	2330464
424000	443677	287403	2328074
425000	443434	287289	2323649
426000	441942	286056	2321266
427000	439700	283883	2330185
428000	438949	283756	2324966
429000	437839	282981	2312871
430000	439773	284489	2323341
431000	439687	284110	2321025
432000	442983	286350	2331683
433000	441527	285165	2327266
434000	441032	284551	2329962
435000	437573	282545	2309625
436000	437195	282448	2300686
437000	436606	281955	2299476
438000	434129	280510	2283627
439000	437175	282715	2295931
440000	436724	282353	2301688
441000	433424	280159	2290578
442000	434583	280560	2304025
443000	437073	283136	2300191
444000	434488	280773	2295899
445000	436381	281865	2308016
446000	434574	280697	2299346
447000	436236	281849	2303385
449000	436746	281781	2327242
450000	437989	282462	2321758
451000	436189	281530	2303453
452000	436858	282522	2300405
453000	436680	281858	2308399
454000	434294	280110	2304548
455000	432869	278944	2307363
456000	430331	276908	2291606
457000	429834	276689	2295226
459000	428767	275815	2296896
460000	427346	274826	2293914
461000	427337	274441	2292818
462000	426393	273921	2288327
463000	425258	273245	2276175
464000	427279	274935	2279656
465000	425657	273708	2276715
466000	428272	275268	2284522
467000	426387	274771	2264633
468000	427467	275916	2265999
469000	426781	274843	2277289
470000	426700	274472	2277688
471000	425995	274317	2270752
472000	427601	275699	2277574
473000	428935	276128	2285832
474000	427552	274734	2298551
475000	428910	275609	2301116
476000	428364	275336	2292733
477000	426695	274020	2286697
478000	427224	274473	2291464
479000	426367	273886	2292097
480000	427476	274572	2299593
482000	425030	272620	2293986
483000	427182	273908	2299915
484000	426997	273615	2308844
485000	426971	273811	2310555
486000	427497	273526	2314340
487000	426103	272535	2319214
488000	426392	272962	2311943
489000	425311	272947	2292780
490000	424991	272160	2292626
491000	422494	270906	2275593
492000	422998	271128	2281579
493000	424104	271396	2296811
494000	422523	271025	2280945
495000	423293	271515	2285895
496000	421619	270380	2277843
497000	421632	270472	2281522
499000	424713	272837	2287935
500000	422970	271367	2290506
501000	424338	272307	2285617
502000	422985	271871	2279737
503000	424315	272846	2277857
504000	424016	272389	2276559
505000	422969	271327	2271225
507000	423696	271533	2289118
508000	420990	269721	2279236
509000	419277	268066	2282016
510000	418888	268319	2272471
511000	416609	266773	2265174
512000	421383	270464	2277170
513000	419278	268929	2282782
514000	420184	268964	2295130
515000	419233	268574	2280822
516000	420330	269071	2294731
517000	418968	268152	2293602
518000	420538	269000	2310538
519000	420224	269244	2301044
520000	419497	268711	2294636
521000	419922	268759	2293637
522000	421819	270282	2296043
523000	421708	270696	2282584
524000	419799	269261	2270750
525000	421730	271155	2274159
526000	423108	272062	2289296
527000	421383	270597	2281422
528000	418638	268396	2273915
529000	419158	268569	2268076
531000	418280	267602	2285781
532000	418346	268008	2282027
533000	418815	267995	2291387
534000	421758	269922	2307303
535000	421095	270115	2296502
536000	420381	269808	2290117
537000	418667	268187	2294765
538000	419805	268768	2293684
539000	418547	267743	2300090
540000	420319	268867	2309285
541000	420245	268919	2305948
542000	418517	268012	2292008
543000	418529	267560	2295308
544000	417572	267345	2283802
545000	417761	267745	2287080
546000	416681	266425	2299191
547000	415753	266084	2291034
548000	415164	265819	2281288
549000	416033	266860	2273983
550000	413426	264616	2273885
551000	414529	265372	2284903
552000	411145	262810	2261569
553000	413948	265380	2270962
554000	411766	264455	2251589
555000	413953	265238	2276117
556000	415069	265106	2297539
557000	415460	265187	2300554
558000	415810	265223	2301157
559000	415566	265150	2296619
560000	416995	266196	2296524
561000	416343	265849	2289701
562000	416156	265570	2284557
563000	419397	267977	2299105
564000	416698	265335	2303652
565000	415836	265006	2288257
566000	416648	266132	2296536
567000	413844	263633	2291441
568000	415280	264951	2285264
569000	416520	265640	2294382
570000	414911	264834	2285830
571000	414689	264611	2288718
572000	414636	264905	2285356
574000	413378	263665	2288796
575000	414221	264177	2285052
576000	412284	262876	2277908
577000	412171	263078	2270869
578000	412928	263336	2274893
579000	412622	262998	2280630
580000	412383	262629	2282713
581000	412047	262634	2273717
582000	413007	263409	2280532
583000	411809	262900	2260116
584000	411889	262682	2267848
585000	411843	262586	2273911
586000	411435	262253	2272432
587000	410438	261540	2268285
588000	411589	262730	2269133
589000	410973	262315	2261788
590000	411085	262141	2269167
591000	412823	263283	2281834
592000	412723	263103	2273439
593000	411989	262765	2279583
594000	411380	262315	2265887
595000	411965	262812	2258290
596000	409286	260878	2259820
597000	410948	261923	2270829
598000	409883	261177	2265565
599000	412048	261739	2277368
600000	410273	260839	2270126
601000	411765	261778	2277310
602000	411388	261591	2280127
603000	410467	260960	2275267
604000	410628	261113	2278985
605000	409442	260487	2280763
606000	408028	259369	2277318
607000	408034	259594	2264151
608000	409036	259718	2281285
609000	409305	260308	2276979
610000	407456	259289	2255334
611000	406568	258238	2250431
612000	405433	257631	2251964
613000	405431	257402	2248558
614000	405375	257053	2255681
615000	407044	258447	2258096
616000	407499	258747	2261708
617000	407226	258693	2252767
618000	408015	259439	2257134
619000	406114	257957	2264986
620000	405061	256656	2265139
621000	405029	256662	2263426
622000	403789	255789	2262084
623000	403476	255658	2259348
624000	403634	255717	2267517
625000	403344	255183	2273696
626000	401211	253485	2269905
627000	402283	254740	2273594
628000	402271	254373	2284378
629000	403583	255491	2278572
630000	402455	254604	2271759
631000	400113	252262	2282924
632000	401466	253822	2282141
633000	401657	253937	2267922
634000	403178	254998	2269230
635000	403601	255188	2276264
636000	405482	257295	2266235
637000	406761	258221	2270813
638000	407338	257963	2278829
639000	407687	258445	2277523
640000	406606	257705	2280882
641000	406775	258024	2271014
642000	405000	256180	2270840
643000	405205	256435	2269548
644000	405403	257059	2270348
645000	403992	255763	2273244
646000	404750	255928	2283962
647000	403193	254745	2279057
648000	402308	254393	2281138
649000	403587	255640	2277486
650000	402353	254456	2277583
651000	401207	253713	2274243
652000	400827	253278	2272470
653000	403220	254659	2294364
654000	403616	255414	2281837
655000	401469	253617	2274391
656000	402315	254201	2274382
657000	403555	255114	2289177
658000	401088	253269	2270956
660000	399965	252300	2280322
661000	400085	251709	2301022
662000	400977	252482	2301168
663000	400061	251309	2309274
664000	399054	251111	2302357
665000	398989	251083	2303384
666000	399936	251350	2312113
667000	399206	251119	2300980
668000	400824	252689	2298436
669000	401856	252918	2317436
670000	402798	253658	2310910
671000	402098	253493	2281353
672000	400399	252671	2269747
673000	399349	251510	2275767
674000	399801	251790	2291604
675000	402041	253055	2301028
676000	399993	251783	2292026
677000	400392	252121	2301363
678000	398927	250851	2298602
679000	399016	250697	2296910
680000	399801	251188	2304074
681000	400100	251556	2290486
682000	398719	250922	2272890
683000	397427	250491	2257508
684000	397279	250373	2253588
686000	396128	249301	2247784
687000	397967	250582	2257193
688000	395339	248967	2246161
689000	395080	248433	2243064
690000	395266	248682	2254797
691000	395944	249335	2262984
692000	394733	248836	2250290
693000	395189	249050	2247916
694000	395622	249042	2269111
695000	393952	247355	2264510
696000	396249	248904	2279199
697000	396636	249466	2270528
698000	395583	248355	2269064
699000	396321	248727	2265396
700000	397326	249703	2264310
701000	398357	250371	2273214
702000	397187	249661	2270131
703000	397065	249637	2259649
704000	394431	247541	2251714
706000	397490	249340	2270675
707000	398493	250071	2276270
708000	397140	249881	2261447
709000	396070	248412	2265283
710000	396171	248515	2270812
711000	394808	247527	2263956
712000	394521	247487	2262394
713000	393550	246422	2256429
714000	393853	246413	2266143
716000	394672	247870	2256498
717000	394371	247473	2271174
718000	393979	246830	2268262
719000	395024	247726	2269932
720000	394196	247089	2273536
721000	394934	247704	2271158
722000	393799	246835	2261476
723000	394960	247889	2263096
725000	393576	247355	2245006
726000	394356	247748	2251046
727000	392939	246790	2247868
728000	393834	247221	2260877
729000	393514	247386	2251782
730000	394371	248726	2238616
731000	393984	248176	2235472
732000	394027	248290	2229806
733000	394657	248365	2238953
734000	395899	249390	2241788
735000	394885	248682	2245378
736000	394054	248099	2233908
737000	393347	247500	2235513
738000	393520	247797	2240961
739000	393132	247942	2229969
740000	391404	246286	2225929
741000	392244	246709	2232823
742000	392473	247042	2234310
743000	391484	246531	2224191
744000	391089	246483	2222738
745000	391375	246255	2233932
746000	393891	247965	2238279
747000	391715	246250	2241314
749000	393302	247260	2241851
750000	392803	247120	2231565
751000	392882	246433	2241945
752000	393355	246839	2249682
753000	393369	247126	2250905
755000	392401	246194	2254583
756000	391461	245495	2253614
757000	393921	246943	2271370
758000	393657	247170	2264159
759000	393664	247500	2258378
761000	391521	245526	2260776
762000	390944	244863	2262457
763000	391249	245021	2269061
764000	390089	244265	2253543
765000	389996	244105	2250721
766000	389931	244200	2248815
767000	389243	243218	2257567
768000	388344	242925	2246473
769000	387108	242483	2233960
770000	387019	242591	2223750
771000	385445	241204	2218481
773000	389071	243979	2241793
774000	388470	243603	2235702
775000	389084	244007	2235820
776000	387320	242454	2230781
777000	388782	243416	2237397
778000	388197	243039	2246939
779000	390484	244443	2252745
780000	389387	243626	2244751
781000	388930	243004	2248312
782000	389017	243628	2232047
783000	386911	242539	2216420
784000	386485	242174	2213642
785000	387505	242599	2218623
786000	386944	242163	2233117
787000	386683	241445	2244551
788000	385691	241069	2240843
789000	387335	242102	2247426
790000	388347	242682	2259603
791000	386374	241297	2256172
792000	388713	242822	2274290
793000	388833	243236	2267076
794000	386464	240981	2264355
795000	386894	241568	2256614
796000	386945	242296	2257791
797000	385336	240798	2247607
798000	384818	240582	2236848
799000	382586	239144	2226098
800000	383917	240334	2227133
801000	383114	239701	2231434
802000	384824	240759	2248246
803000	383886	239725	2240760
804000	383920	240227	2229625
805000	384514	240394	2242640
806000	384349	240274	2245552
807000	385195	240760	2245972
808000	384465	239962	2244420
809000	383986	239595	2249270
810000	384958	240327	2247797
811000	384221	240260	2244658
812000	384435	239859	2245509
813000	382788	238764	2230024
814000	381072	237492	2223157
815000	379048	236052	2220124
816000	380388	236763	2231807
817000	382066	237516	2252134
818000	381830	237541	2241128
819000	383128	238622	2250794
820000	380195	236628	2236277
821000	382072	238098	2241341
822000	381508	237472	2247681
823000	382140	237858	2247865
824000	379808	235897	2251520
825000	381532	237426	2255301
826000	381612	237303	2258201
827000	380538	236485	2248482
828000	381706	237674	2244639
829000	381977	237622	2240797
830000	380409	236824	2232961
831000	380567	237021	2239109
832000	379864	236077	2242289
833000	380265	236463	2249862
834000	382721	238051	2258058
835000	382149	237382	2257688
836000	381266	236779	2257852
838000	378674	235791	2229581
839000	378566	235219	2220983
840000	378801	234958	2240051
841000	378084	234744	2225094
842000	378177	234955	2218876
843000	377961	234756	2208353
844000	377032	233609	2212753
846000	376839	234691	2194161
847000	377457	235187	2201105
848000	376154	234093	2200976
849000	375126	233187	2204343
850000	374663	233030	2199765
851000	374120	232354	2195303
852000	373749	232019	2202208
854000	373688	231484	2208634
855000	374794	232376	2224154
856000	374050	231871	2210108
857000	374468	232254	2219177
858000	375945	232933	2226368
859000	375930	232865	2230505
860000	376629	233484	2226112
861000	376939	233871	2226635
862000	376358	233167	2231646
863000	376884	233313	2235203
864000	376962	233234	2240976
865000	376535	232821	2243097
866000	377341	233236	2239797
867000	377610	233761	2242282
868000	378307	234413	2243424
869000	377579	233000	2256209
870000	376731	232607	2269518
871000	376417	232928	2248476
872000	378406	234320	2258309
873000	376130	232965	2241061
874000	375152	231503	2259452
875000	373992	231171	2248866
876000	374150	231271	2243051
877000	374080	231330	2241058
878000	373355	231124	2226419
880000	371697	229107	2236581
881000	371308	229702	2235842
882000	372456	230291	2231097
883000	371149	229506	2228374
884000	371886	229765	2228306
885000	371280	229304	2221182
886000	371585	229581	2218381
887000	371919	229618	2220889
888000	373022	230439	2231070
889000	371679	229358	2231667
890000	374045	230843	2251481
891000	373185	230185	2255174
892000	376601	232688	2267926
894000	375014	232164	2236996
895000	375962	233255	2233886
896000	373271	231325	2219262
897000	371275	230182	2209621
898000	373167	230756	2222937
899000	371535	230592	2206605
900000	373592	231666	2224795
901000	371833	230105	2213758
902000	371621	229886	2211408
903000	369766	228344	2205674
904000	371287	229750	2201886
905000	371592	229896	2209733
906000	371263	230023	2212522
907000	369704	228957	2203430
908000	370701	229453	2214574
909000	370672	229477	2217270
910000	369089	228271	2209366
911000	370045	229062	2206693
912000	368158	227515	2209030
913000	369078	228020	2220725
914000	369048	227742	2218135
915000	369270	228319	2223548
917000	369074	227842	2224084
918000	368883	227589	2228715
919000	368505	226717	2235707
920000	368797	227304	2228905
921000	370046	228112	2230671
922000	370987	228506	2241809
923000	368117	226885	2228100
924000	369189	227787	2227799
925000	368664	227346	2221224
926000	367256	226943	2201579
927000	368015	227030	2205559
928000	367757	227505	2202324
929000	367764	227276	2204464
930000	366633	226507	2191976
931000	365124	225478	2186638
932000	366235	226294	2188467
933000	367601	226724	2202957
934000	365770	225130	2203825
935000	366638	225898	2208713
936000	366308	225512	2210159
937000	367291	226317	2222320
938000	367679	226324	2232865
939000	368076	226617	2230045
940000	366934	225593	2230525
941000	366496	225689	2227426
942000	366996	225827	2234271
943000	364970	224460	2214561
944000	362875	222965	2201261
945000	363489	223690	2196896
946000	361556	222532	2190179
947000	362511	222749	2200376
949000	362680	223137	2190542
950000	361875	222527	2197649
951000	361816	222272	2195039
952000	364308	223714	2215362
953000	364385	224293	2206755
954000	363103	223420	2199049
955000	363197	223510	2196360
956000	362479	223236	2197809
957000	363858	224119	2201412
958000	362799	223428	2192502
959000	362216	222762	2192788
961000	361316	222028	2204748
962000	363709	224028	2199452
963000	364981	224556	2219049
964000	364452	224116	2214972
965000	364574	224461	2216142
966000	366469	225788	2217197
967000	363512	223845	2198435
968000	364240	224554	2196959
969000	364190	224341	2194862
970000	364002	224224	2197284
971000	364932	225241	2198233
972000	364537	224484	2211271
973000	363862	224271	2206849
974000	363276	223810	2198464
975000	361160	222089	2200250
976000	361526	222048	2196035
977000	359430	221444	2172645
978000	361478	222799	2182355
979000	362386	222814	2193661
980000	362035	222546	2198644
981000	361470	222293	2196396
982000	363256	223199	2205762
983000	362935	223543	2186652
984000	362493	223825	2178070
985000	362087	223218	2188851
986000	362503	223195	2193180
987000	362633	223012	2201791
988000	361375	222507	2193347
989000	362802	223337	2202596
990000	362872	223688	2195709
991000	362322	223256	2192844
992000	362196	223123	2188041
993000	361323	222530	2190244
994000	360167	221396	2191995
995000	360485	221647	2178398
996000	358964	220890	2171986
997000	359313	220774	2177255
998000	359931	221444	2176924
999000	360106	221484	2169987
1000000	361728	222731	2172648
1001000	360299	221331	2180019
1002000	359482	220928	2170321
1003000	359827	221657	2160864
1004000	360098	221596	2165707
1005000	359040	220694	2170223
1006000	360557	222127	2178370
1008000	358954	220967	2155955
1009000	357366	219425	2162622
1010000	360047	221338	2176204
1011000	361108	221933	2187404
1012000	359960	220878	2187277
1013000	359231	220621	2171212
1014000	362428	223007	2172619
1015000	360993	221706	2166485
1016000	362376	222215	2181063
1017000	361777	222150	2169627
1018000	362506	222299	2179913
1019000	362850	222933	2181632
1020000	360867	221572	2163360
1021000	360939	221323	2170642
1022000	359410	220694	2165221
1023000	359539	220602	2163055
1024000	360020	221012	2167811
1025000	359885	221297	2171204
1026000	359591	220906	2170157
1027000	358250	220243	2163779
1028000	359052	220520	2180361
1029000	359954	221242	2184685
1030000	359335	220524	2185949
1031000	360601	221227	2199246
1032000	360348	221337	2185082
1033000	358591	219868	2180842
1034000	360813	221899	2184093
1035000	361106	221927	2187162
1036000	357980	219884	2172587
1037000	359598	220813	2180216
1038000	358524	219749	2184564
1039000	360620	220899	2195486
1040000	362059	222098	2216348
1041000	361716	221452	2217052
1042000	362159	221938	2213964
1043000	361811	221878	2197748
1044000	359933	220701	2189362
1045000	358559	219849	2184099
1046000	358909	219866	2184345
1047000	358393	219468	2191498
1048000	358157	219162	2198063
1050000	357340	218650	2194268
1051000	358710	220043	2196787
1052000	357885	219350	2205247
1053000	355805	217501	2198268
1054000	356857	218497	2195791
1055000	356812	218620	2200179
1056000	356061	217712	2200011
1057000	355841	217423	2203324
1058000	356858	217911	2210154
1059000	357308	218222	2215484
1060000	358496	219316	2224499
1061000	359291	219249	2236718
1062000	361413	221260	2231804
1064000	361736	221357	2229375
1065000	361032	221161	2219069
1066000	360485	220911	2206206
1067000	359059	219949	2204346
1068000	358220	219644	2193047
1069000	358964	220412	2200100
1070000	358061	219314	2192374
1071000	357394	219020	2185475
1072000	356663	218532	2180928
1073000	356722	218263	2191205
1074000	355888	218194	2176284
1076000	356230	218469	2171039
1077000	357019	218707	2179777
1078000	355503	217945	2167568
1079000	356587	218942	2172955
1080000	356969	218735	2188164
1081000	355478	218347	2173420
1082000	356373	218931	2173569
1083000	356574	218872	2184520
1084000	356405	218620	2185908
1085000	355737	217817	2193109
1086000	356250	218595	2193212
1087000	354763	217308	2189503
1088000	356197	217914	2202162
1089000	357984	219576	2207436
1090000	356093	218435	2190330
1091000	355307	218300	2175188
1092000	356902	219826	2163969
1093000	354547	217769	2157580
1094000	354528	217942	2144662
1095000	355861	218494	2168438
1096000	354741	217443	2167600
1097000	355317	217877	2168992
1098000	354836	217652	2163273
1099000	353868	216756	2157786
1100000	355106	218203	2153600
1101000	354791	217624	2168806
1102000	355379	218486	2169002
1104000	355367	217679	2176916
1105000	357257	218633	2200608
1106000	356392	217762	2201948
1107000	357369	218484	2204825
1108000	356459	217524	2203424
1109000	357706	218888	2198526
1110000	357146	218028	2209783
1111000	356543	217722	2212644
1112000	356148	217511	2206694
