Bin	Sum_R2	SumSq_R2	N_Pairs
177000	525561	353831	2725810
178000	524149	352438	2734343
179000	528011	355555	2745419
180000	527497	354514	2748600
181000	524463	353224	2734809
182000	524796	352742	2739266
183000	523233	351760	2738612
184000	519803	348874	2731521
185000	517823	347571	2719468
186000	516008	346638	2702898
187000	515922	346741	2700919
188000	515703	346590	2700400
189000	512333	343277	2704573
190000	515181	346332	2696330
191000	514252	345578	2695576
192000	511905	343537	2681986
193000	510756	342359	2686116
194000	505081	338288	2668923
195000	504643	337449	2675630
196000	507387	339718	2685225
197000	506266	338777	2685988
198000	508613	340445	2709053
199000	509054	341238	2699381
200000	508021	340645	2689586
201000	509016	340688	2710552
202000	507720	339089	2716340
203000	506484	337864	2722419
204000	505556	337101	2723495
205000	508133	338978	2723821
206000	503204	336265	2701018
207000	498452	332509	2680395
208000	497229	331864	2679758
209000	497957	331495	2689944
210000	494250	328326	2682743
211000	491709	326352	2675474
212000	492210	326687	2688570
213000	492879	327282	2688586
214000	491963	325694	2688699
215000	490834	324865	2690305
216000	490179	325592	2657834
217000	489185	325523	2660462
218000	486608	323590	2648360
219000	483095	320771	2642996
220000	483803	321160	2644968
221000	482528	320457	2630550
222000	479653	318038	2631429
224000	477102	315971	2621526
225000	477040	316393	2625091
226000	477354	315978	2638446
227000	476996	315033	2665822
228000	473599	311936	2649823
229000	475587	313647	2656684
230000	473717	312315	2659178
231000	475186	314056	2654073
232000	471215	311163	2638098
233000	469941	309702	2638099
234000	469543	309525	2625736
235000	469122	309160	2621559
236000	468114	308162	2616996
237000	467399	306970	2625164
238000	470383	309668	2628295
239000	466498	306959	2622851
240000	465590	305354	2626191
241000	467206	306629	2626624
242000	463750	304176	2620062
243000	464817	305559	2605810
244000	465043	305849	2609414
245000	464639	305548	2607428
246000	465546	305248	2616261
247000	465538	305094	2620181
248000	465396	304536	2638367
249000	461848	301869	2626456
250000	463754	303377	2636071
251000	462575	301757	2649277
252000	462292	301909	2635496
253000	461114	300647	2624106
254000	465471	303438	2658844
255000	463071	301542	2655264
257000	463873	302991	2649912
258000	463024	302276	2654587
259000	458773	299008	2637128
261000	459213	299905	2627772
262000	457027	298255	2633228
263000	458323	298561	2640872
264000	458327	298179	2638727
265000	454916	295488	2630849
266000	453761	294659	2632773
267000	452756	295026	2617815
268000	457216	298584	2626008
269000	453739	296027	2617340
270000	453877	296742	2611223
271000	454413	297434	2601981
272000	455495	297726	2613140
273000	457344	298362	2644648
274000	455208	296712	2634598
275000	453255	295430	2623812
276000	455511	297611	2632498
277000	456122	297088	2657878
278000	454152	295691	2641600
279000	449310	291444	2640265
280000	448908	291041	2641624
281000	445357	288854	2612762
282000	444499	287756	2616810
283000	443542	287354	2599717
284000	443869	287783	2603797
285000	442467	286169	2619558
286000	441607	285085	2618680
287000	444455	287410	2634225
288000	443717	285991	2645817
289000	442214	285178	2625008
290000	442349	285721	2615238
291000	439712	283408	2610783
292000	440468	283310	2628827
293000	438993	282877	2618697
294000	439231	282840	2629829
295000	439452	283380	2625580
296000	437501	281837	2629043
297000	434333	278771	2630017
298000	433414	278496	2614688
299000	431700	277404	2614240
300000	431859	278173	2597418
301000	430922	276795	2598754
302000	433937	279312	2596030
304000	432557	278794	2595944
305000	430015	276046	2601106
306000	428779	276026	2580796
307000	429109	275545	2578715
308000	428230	274523	2586437
309000	428716	274970	2586091
310000	430883	276909	2591755
311000	429605	276584	2575365
312000	428378	275544	2578540
313000	427398	274455	2578430
314000	429106	275887	2581000
316000	426998	275027	2563232
317000	424264	273292	2558364
318000	425471	273462	2576495
319000	421262	270036	2570330
320000	422260	270761	2574668
321000	421731	270499	2561049
322000	423223	271758	2576689
323000	423676	271911	2588355
324000	426784	274277	2599933
325000	424461	272768	2592180
326000	422921	270792	2587698
327000	421428	269652	2576791
328000	421639	270071	2568092
330000	419950	268455	2572341
331000	420223	268903	2572260
332000	419759	269004	2566083
333000	417673	267620	2556911
334000	417044	267389	2550199
335000	416551	266872	2553450
336000	416388	266656	2563149
337000	418212	267835	2583224
338000	417513	267604	2565816
339000	417837	267458	2583413
340000	417589	267107	2582912
341000	418016	266883	2592102
342000	416421	266123	2575324
343000	418668	267687	2580665
344000	417378	266281	2581262
345000	417329	265033	2600377
346000	412694	262244	2574055
347000	409843	260358	2561876
348000	409865	260496	2560517
349000	409408	260355	2570325
350000	412212	262522	2583097
351000	412888	262462	2601163
352000	410592	260837	2583912
353000	409023	259949	2564671
354000	411378	261807	2570831
355000	408033	259512	2559320
356000	407212	258407	2556307
357000	409964	260476	2569449
358000	411735	262361	2569409
359000	409422	260997	2551784
360000	407010	259235	2547511
361000	406329	258608	2537968
362000	406167	258923	2530613
363000	405675	258758	2522114
364000	405307	258198	2527584
365000	405599	258500	2530740
366000	405682	257835	2541911
368000	408078	259314	2549267
369000	408614	260529	2545085
370000	409795	262435	2538973
371000	408757	261988	2532152
372000	408018	260703	2541693
373000	405178	258198	2545814
374000	404257	257526	2534272
375000	402507	256358	2528773
376000	403411	256676	2538132
377000	404806	257623	2539898
378000	402920	256365	2527946
379000	404837	257072	2551284
380000	405392	257587	2557950
381000	407018	258032	2578554
383000	402578	254369	2566586
384000	403082	255040	2555171
385000	401338	253886	2553725
386000	400899	254081	2541556
387000	400498	254140	2544152
388000	399301	252900	2534700
389000	398078	251696	2528357
390000	397745	251429	2534148
391000	395723	249984	2524686
392000	396255	250251	2522486
393000	396246	250967	2511661
394000	394719	249524	2509900
395000	394677	248510	2528087
396000	396102	249925	2527739
398000	394870	248878	2535305
399000	397573	251542	2528243
400000	391006	246817	2492460
401000	393749	248502	2512491
402000	394764	248555	2531673
403000	397113	250134	2548692
404000	396492	250028	2538873
405000	393392	247809	2524501
406000	394162	248471	2537483
407000	393049	247270	2547061
408000	393438	248001	2534743
409000	393384	247583	2547207
410000	390093	245267	2523340
411000	390985	246643	2518084
412000	390670	246117	2524664
413000	391098	246010	2531306
414000	392694	247818	2521139
415000	392413	248078	2511807
416000	388058	244867	2498721
417000	387195	243750	2508832
418000	386606	243106	2508872
419000	387852	243949	2518240
420000	385859	242501	2509532
421000	385278	241996	2505104
422000	383295	240429	2493514
423000	386388	242443	2501785
424000	386196	241882	2518456
425000	386888	242605	2510124
426000	385028	241086	2503310
427000	384247	240591	2506435
428000	384734	240880	2507936
429000	383780	240170	2510970
430000	384837	241880	2502254
431000	385856	242033	2521962
432000	384382	241041	2512517
433000	384740	240768	2517208
434000	381969	239135	2499346
435000	382013	239327	2493618
436000	384399	240771	2504232
437000	383549	240106	2497823
438000	384061	240318	2503077
439000	381194	238443	2495079
440000	380325	237544	2497019
441000	379971	237509	2486815
442000	382158	239180	2496790
443000	380976	237946	2508633
444000	380258	237080	2513409
445000	380043	236694	2509507
446000	380925	236943	2528597
447000	381045	237027	2546376
449000	379325	236493	2515704
450000	378522	236285	2509962
451000	375893	234340	2500144
452000	378184	236052	2500086
453000	377020	235373	2491935
454000	378484	236062	2494370
455000	377340	235416	2492618
456000	375060	233694	2482497
457000	378634	236754	2492254
459000	377878	235620	2501936
460000	378090	235715	2499957
461000	379899	237244	2507993
462000	378836	235801	2511358
463000	380933	237730	2515994
464000	383344	240011	2520331
465000	384462	240614	2535284
466000	382590	238892	2524494
467000	381580	237285	2536849
468000	381924	237550	2553710
469000	378340	235088	2528986
470000	378043	235201	2511232
471000	376951	234310	2505329
472000	377567	234526	2519673
473000	375668	233751	2490749
474000	374382	232612	2486479
475000	375010	233077	2493849
476000	373792	232093	2488718
477000	373863	232414	2494488
478000	374888	233440	2498331
479000	376996	235013	2501212
480000	377091	235283	2495430
482000	375914	233830	2522296
483000	377063	234013	2531832
484000	378800	236113	2534926
485000	377862	234931	2545590
486000	375849	233201	2539908
487000	374230	232367	2524890
488000	375685	232662	2544092
489000	374886	232000	2540153
490000	373111	230804	2536135
491000	368447	227144	2512561
492000	369531	227370	2520920
493000	371433	229363	2511209
494000	369524	228217	2504990
495000	369510	228456	2503090
496000	369373	228138	2501870
497000	367310	226672	2498790
499000	368604	227818	2509235
500000	368539	227333	2517001
501000	369258	227673	2516644
502000	371271	228879	2518978
503000	369216	227407	2513702
504000	367421	226301	2504332
505000	369110	227277	2517226
507000	365986	224427	2519620
508000	365128	223861	2509411
509000	366831	225338	2519304
510000	365139	224303	2513267
511000	365231	224972	2516694
512000	363378	222997	2515994
513000	361584	222155	2500975
514000	361623	222667	2490884
515000	359939	221713	2475804
516000	358653	220520	2484840
517000	358781	220480	2489506
518000	359414	221132	2470251
519000	359568	221230	2476035
520000	359835	221590	2464607
521000	359041	221274	2452018
522000	359936	221727	2455191
523000	360982	222174	2468891
524000	360267	221647	2462804
525000	358956	220092	2476749
526000	356754	218778	2466755
527000	360293	221102	2492941
528000	361478	221413	2511143
529000	361599	221627	2514575
531000	361428	220931	2532304
532000	361518	221602	2518750
533000	361662	221728	2523790
534000	360583	221532	2509449
535000	359869	220722	2497098
536000	360347	220518	2506436
537000	360775	221434	2498741
538000	360514	221145	2516960
539000	362428	222860	2517662
540000	358545	219698	2511785
541000	357562	219074	2506264
542000	359054	220317	2508615
543000	358297	219477	2511690
544000	358519	218960	2527679
545000	356839	217940	2514095
546000	356075	217139	2502523
547000	358407	219246	2499021
548000	358059	218788	2500173
549000	358603	219338	2504372
550000	358076	218449	2509798
551000	354929	216647	2491211
552000	358084	219087	2498632
553000	355216	217673	2477409
554000	357964	219977	2475206
555000	357584	219699	2485858
556000	355160	218186	2475749
557000	354811	218474	2463999
558000	354901	218822	2457197
559000	355181	218454	2470173
560000	353935	217579	2454614
561000	352580	216603	2441158
562000	354016	217449	2449117
563000	350722	215148	2436531
564000	351715	215270	2452142
565000	352125	216040	2447399
566000	352411	215381	2471752
567000	352712	215367	2476249
568000	352451	215216	2485506
569000	351844	215267	2475700
570000	351442	214478	2481063
571000	351555	214946	2474951
572000	353722	216322	2487580
574000	352472	216053	2468693
575000	352507	214705	2503615
576000	353030	215221	2488620
577000	352465	215067	2488233
578000	353062	214747	2500860
579000	352682	215048	2513554
580000	352522	215003	2506855
581000	351779	214085	2502551
582000	351980	214788	2492623
583000	349569	213032	2473872
584000	350261	213090	2490159
585000	352794	214619	2503780
586000	352980	214801	2502113
587000	351962	214152	2498923
588000	350677	213572	2479367
589000	349191	212507	2474283
590000	347610	211521	2465597
591000	348658	212165	2478179
592000	347618	211309	2475556
593000	345596	209947	2466724
594000	347660	211723	2464028
595000	346661	211253	2447569
596000	346747	211394	2449659
597000	344403	209584	2447551
598000	342365	208119	2443975
599000	343958	209571	2446309
600000	341809	207714	2442866
601000	342537	208456	2446306
602000	344330	209360	2460497
603000	342334	208092	2442780
604000	343070	208691	2443088
605000	344583	209377	2455610
606000	346433	210751	2460702
607000	345480	210305	2450880
608000	341625	207440	2435421
609000	341751	207427	2447337
610000	341857	207626	2458372
611000	342178	207440	2456756
612000	341326	206794	2453052
613000	339885	205863	2451573
614000	341584	206923	2473745
615000	341211	206470	2467482
616000	340581	206120	2466498
617000	341406	206546	2469572
618000	341707	206305	2483726
619000	341633	206254	2483096
620000	341866	207048	2480355
621000	341810	207334	2463723
622000	341425	206661	2466578
623000	341219	206438	2466074
624000	343577	208110	2487061
625000	342740	207557	2482973
626000	341905	207066	2467673
627000	342286	207923	2458457
628000	343134	208347	2473556
629000	344670	209688	2479510
630000	344101	209355	2473416
631000	343269	208299	2469928
632000	342501	207518	2470716
633000	342369	207727	2475065
634000	342405	208325	2454936
635000	340623	206744	2451883
636000	342092	207643	2466614
637000	341347	206526	2473528
638000	344312	209270	2482447
639000	341379	207021	2476996
640000	340015	206233	2455215
641000	340774	207421	2460861
642000	338475	205805	2444233
643000	337429	204584	2435181
644000	337750	204757	2428775
645000	337917	204826	2440965
646000	338515	205702	2430516
647000	339586	206326	2437948
648000	338322	205052	2437106
649000	337130	204679	2427742
650000	335928	203737	2425035
651000	337445	204834	2427125
652000	336053	203975	2423041
653000	333178	201773	2424765
654000	334226	202256	2428520
655000	333217	201947	2411307
656000	333336	201650	2419400
657000	333434	201356	2423772
658000	332207	200588	2429313
660000	334622	202059	2439241
661000	333568	201320	2431236
662000	334254	201737	2435809
663000	335916	201813	2467068
664000	336890	202936	2464919
665000	335570	202261	2451823
666000	337055	203788	2452916
667000	336610	203223	2470009
668000	338605	205094	2464879
669000	338635	204556	2473430
670000	337567	204115	2462536
671000	336333	202784	2462843
672000	335958	203085	2448164
673000	336667	203676	2456181
674000	338254	204908	2463820
675000	335796	202829	2463990
676000	335522	202958	2455678
677000	334269	201978	2455350
678000	332399	200807	2440933
679000	332314	200837	2435629
680000	333541	201628	2437710
681000	333503	201154	2442014
682000	333658	201402	2446534
683000	333625	201129	2439349
684000	334390	201422	2446342
686000	332266	200313	2438705
687000	333134	200451	2445716
688000	332403	200584	2437499
689000	331697	199525	2437160
690000	331088	199425	2426235
691000	329847	198849	2422834
692000	329321	198013	2431858
693000	329169	198419	2422167
694000	331365	200203	2438265
695000	330315	199137	2448268
696000	331239	199567	2451227
697000	332579	200468	2454954
698000	331485	199535	2446262
699000	328718	197700	2432072
700000	332435	201021	2444162
701000	331813	200426	2439796
702000	332632	200351	2457153
703000	331055	199690	2439267
704000	330488	199139	2450859
706000	329104	197124	2463581
707000	329164	196843	2473731
708000	329061	196723	2475316
709000	327869	195937	2469605
710000	327176	196131	2446213
711000	327254	195768	2450449
712000	327986	196397	2451172
713000	326088	195506	2422033
714000	325724	194785	2438820
716000	325425	195249	2440536
717000	325915	195373	2435194
718000	326315	195716	2437329
719000	327344	196461	2447391
720000	328943	196980	2467493
721000	328325	196313	2475212
722000	326867	195334	2462049
723000	326772	195055	2471540
725000	326497	194958	2470657
726000	326149	194983	2467324
727000	326808	195669	2472774
728000	326052	195030	2466382
729000	326635	195271	2472253
730000	325678	195051	2456578
731000	324539	194676	2444958
732000	324561	194312	2454535
733000	326165	195314	2467728
734000	325979	194652	2460575
735000	325820	194423	2465212
736000	326730	195619	2454100
737000	324767	193608	2458827
738000	324886	193620	2471805
739000	323477	192883	2453352
740000	323851	193174	2451778
741000	322929	192243	2443529
742000	323018	192588	2443777
743000	321995	192190	2433673
744000	322164	193067	2417698
745000	321716	192247	2435588
746000	321775	192112	2440475
747000	321110	191697	2424634
748000	320670	191472	2412439
749000	322129	192612	2418510
750000	322233	192551	2423344
751000	321439	192116	2411114
752000	320451	191522	2411444
753000	321951	192683	2403308
755000	319991	190889	2428280
756000	318274	189886	2404423
757000	320623	191367	2413326
758000	319177	190640	2392813
759000	319710	191010	2393630
761000	320072	190820	2409650
762000	320274	190579	2427374
763000	320442	191172	2421820
764000	319310	189881	2424484
765000	317850	189188	2414018
766000	316725	188602	2413714
767000	315625	188129	2400903
768000	315921	187847	2407922
769000	316025	188229	2405911
770000	317319	189117	2420317
771000	317956	189824	2421144
773000	315449	187388	2416127
774000	316699	188647	2406426
775000	316241	188352	2410372
776000	316043	188643	2389835
777000	316242	188708	2388562
778000	316166	188930	2383907
779000	316803	189002	2391465
780000	318504	190145	2400127
781000	317513	189268	2412822
782000	317727	189822	2403648
783000	317321	188891	2410117
784000	316534	188574	2406996
785000	316593	188814	2409190
786000	315833	187699	2409486
787000	315745	187978	2409526
788000	317775	189363	2425489
789000	317361	189012	2419941
790000	318523	189728	2430443
791000	318542	189883	2426101
792000	318230	189715	2423653
793000	316955	187963	2434552
794000	315995	187473	2426699
795000	318082	189630	2430389
796000	316384	188480	2427106
797000	316186	187801	2426681
798000	314103	186548	2422972
799000	314183	185824	2431536
800000	314782	186505	2443830
801000	314431	186715	2441667
802000	314595	186902	2433754
803000	315083	186727	2444634
804000	313505	185441	2429062
805000	313740	185695	2429471
806000	313728	185472	2431019
807000	312567	184820	2432761
808000	313036	185562	2435912
809000	312870	184984	2448402
810000	312505	185101	2423211
811000	313415	185410	2439442
812000	313517	185519	2438178
813000	312506	185107	2427307
814000	311533	184541	2422264
815000	312006	185328	2414526
816000	312804	185490	2422411
817000	313377	185178	2442696
818000	312315	184780	2420803
819000	311564	184370	2414981
820000	309382	182714	2415185
821000	310664	183967	2410851
822000	308045	181680	2407138
823000	308734	182269	2404016
824000	307604	181668	2398845
825000	306677	181247	2393201
826000	306090	180953	2384654
827000	306140	180927	2384873
828000	306364	181111	2388105
829000	305630	180294	2388183
830000	304683	179835	2380943
831000	306577	181257	2390210
832000	307525	181708	2396269
833000	307059	181622	2401807
834000	307969	182115	2408816
835000	304851	179620	2389796
836000	305793	179555	2411645
838000	308195	181205	2428161
839000	305899	179831	2392827
840000	305830	179980	2382872
841000	304625	178791	2395078
842000	304428	178749	2391382
843000	306030	180130	2401123
844000	304292	179818	2369855
846000	305278	179828	2393153
847000	304570	179071	2388590
848000	302545	177616	2382746
849000	302873	177940	2393702
850000	302163	177803	2378280
851000	301661	177299	2372268
852000	302556	178335	2372376
854000	303685	179341	2378156
855000	305594	180629	2374415
856000	305393	180414	2378107
857000	306421	180824	2392304
858000	305728	180424	2383880
859000	306339	180767	2388329
860000	307747	181610	2397096
861000	307416	181069	2405285
862000	306860	180455	2412580
863000	308081	180977	2427221
864000	307336	180322	2422552
865000	308883	181550	2428991
866000	309503	182061	2443714
867000	307403	180761	2415477
868000	309735	182746	2430918
869000	307601	181746	2413574
870000	306221	180507	2405717
871000	306159	180765	2404595
872000	305752	180279	2403701
873000	305694	180110	2402282
874000	304825	179361	2403241
875000	303485	178557	2394180
876000	305426	179989	2407578
877000	304174	178671	2417284
878000	304650	178993	2410124
880000	304391	179049	2400214
881000	303391	177743	2395201
882000	303214	177444	2409180
883000	303517	177486	2414960
884000	303050	177256	2406445
885000	302980	177454	2415087
886000	303292	177165	2413080
887000	305100	179146	2422635
888000	304554	178063	2429228
889000	305822	178580	2441814
890000	305993	178883	2450689
891000	307941	180134	2459992
892000	307713	180343	2454741
894000	307051	179939	2453487
895000	307332	179765	2458972
896000	307580	179012	2486783
897000	307233	179093	2480310
898000	305827	178396	2464474
899000	304868	177459	2463470
900000	304120	177388	2445874
901000	303282	177280	2430927
902000	301370	176368	2416569
903000	301238	175871	2427687
904000	303871	177512	2441537
905000	301741	176677	2418077
906000	299743	175447	2398616
907000	300873	175578	2429363
908000	302055	176319	2417327
909000	301349	175985	2414688
910000	301268	175413	2430180
911000	301142	175959	2414862
912000	301274	175908	2412269
913000	299713	175076	2403622
914000	300739	175433	2404380
915000	300841	175178	2408579
917000	300981	175659	2406789
918000	301854	176479	2418196
919000	299968	175113	2410688
920000	297980	174328	2381147
921000	299234	174866	2389666
922000	299763	174891	2405176
923000	301992	176201	2423213
924000	302712	176603	2420478
925000	301476	175661	2433920
926000	303623	177196	2448019
927000	304202	177696	2440425
928000	303942	177503	2442377
929000	304014	177667	2452750
930000	303729	177070	2453206
931000	304065	177365	2451727
932000	303568	177147	2446819
933000	303219	177370	2429568
934000	302853	176933	2436976
935000	300821	175322	2419448
936000	302288	176815	2431518
937000	300743	175750	2426678
938000	300789	175655	2424015
939000	300955	176050	2422212
940000	299761	175473	2413405
941000	299670	175148	2415050
942000	301670	176988	2408261
943000	299442	175109	2403723
944000	300953	175673	2422660
945000	299537	175282	2407598
946000	299776	174720	2420868
947000	298962	174515	2412719
949000	299279	174020	2440753
950000	298703	174030	2434322
951000	299851	175002	2436929
952000	300178	175360	2437312
953000	299419	174754	2435367
954000	299667	175142	2427286
955000	299399	174836	2422760
956000	300464	175533	2432521
957000	300075	175231	2431347
958000	300547	175141	2443478
959000	301017	175671	2431665
961000	299119	174416	2420498
962000	297607	173224	2427343
963000	298256	174226	2417646
964000	298463	174519	2419434
965000	299315	174502	2437090
966000	299924	175262	2434939
967000	298313	174654	2421916
968000	298183	174253	2427696
969000	297792	173753	2419669
970000	298366	174669	2419952
971000	298422	174430	2416390
972000	296589	173473	2401607
973000	296274	173469	2389922
974000	296811	173690	2393749
975000	295486	172139	2399393
976000	295703	172654	2394906
977000	293507	171119	2370985
978000	294749	172372	2370290
979000	294318	172120	2377642
980000	295380	172858	2392560
981000	294039	171483	2401846
982000	293751	170891	2410464
983000	295230	171720	2426772
984000	293367	170492	2416411
985000	295860	171898	2422957
986000	296164	171793	2436727
987000	296709	172413	2431229
988000	295915	172232	2427322
989000	294593	171166	2418212
990000	294928	171866	2414445
991000	293905	171217	2409154
992000	292869	170177	2405803
993000	292901	170731	2396217
994000	293018	170850	2398215
995000	294307	171170	2423095
996000	294265	171829	2400409
997000	292708	170050	2403300
998000	294838	171689	2413862
999000	294177	170894	2412676
1000000	294432	171369	2408322
1001000	293823	170869	2405562
1002000	293254	171045	2389532
1003000	292462	170415	2386351
1004000	292463	170166	2390436
1005000	294077	171356	2402405
1006000	295246	172142	2408928
1008000	294731	172020	2404714
1009000	293934	171034	2403929
1010000	295287	171948	2412815
1011000	294422	171354	2411330
1012000	294964	172077	2409219
1013000	295872	172603	2419802
1014000	293443	170609	2410615
1015000	294710	171681	2411239
1016000	291325	169213	2396554
1017000	293464	171155	2401021
1018000	291300	170188	2378701
1019000	291274	169751	2370255
1020000	290976	169737	2366175
1021000	290967	170022	2363547
1022000	291546	170484	2363185
1023000	291347	169485	2381951
1024000	291768	169896	2382504
1025000	290782	169180	2372672
1026000	290957	169443	2372186
1027000	290830	169595	2365100
1028000	289981	168260	2385215
1029000	289663	168327	2380069
1030000	287608	167312	2360286
1031000	288739	167915	2372292
1032000	288734	167989	2374442
1033000	288165	167711	2368828
1034000	288621	167681	2388193
1035000	286675	166492	2369418
1036000	286081	166261	2353724
1037000	288440	167563	2370840
1038000	289135	168165	2368397
1039000	289627	168384	2377639
1040000	292503	170861	2382712
1041000	289813	168323	2376928
1042000	291105	169657	2385687
1043000	291115	169780	2373155
1044000	289383	168114	2372392
1045000	289626	168557	2377226
1046000	290825	169411	2386910
1047000	289243	168091	2396970
1048000	290144	168452	2396828
1050000	289075	168177	2379411
1051000	287212	166475	2384084
1052000	288258	167050	2398050
1053000	289569	167396	2409478
1054000	288119	166632	2395849
1055000	288636	167594	2387954
1056000	288870	167908	2380183
1057000	288414	167656	2376011
1058000	288990	167958	2380173
1059000	288373	167513	2378351
1060000	290053	168424	2390408
1061000	289537	167537	2393098
1062000	288717	167643	2380850
1064000	288965	167726	2388659
1065000	288559	167281	2388290
1066000	289618	168404	2384279
1067000	290067	168995	2386976
1068000	290653	169906	2380801
1069000	290060	169187	2385332
1070000	290594	169641	2385065
1071000	291803	170263	2413011
1072000	291193	169900	2405278
1073000	291086	169981	2399967
1074000	290510	169578	2399461
1076000	290455	169844	2383169
1077000	288184	168142	2378043
1078000	289028	168957	2370719
1079000	287994	168271	2365019
1080000	287353	167307	2363779
1081000	286053	166913	2351612
1082000	286862	167800	2347609
1083000	285458	166287	2348563
1084000	288174	167819	2375101
1085000	288273	168294	2379441
1086000	286893	166548	2384114
1087000	287370	167075	2387672
1088000	285702	165682	2373097
1089000	286044	165998	2376727
1090000	285168	165125	2371863
1091000	286106	165645	2375360
1092000	284240	164157	2367836
1093000	286316	165644	2378113
1094000	284965	164914	2374267
1095000	286487	165980	2383893
1096000	287618	166697	2387756
1097000	287173	166574	2379790
1098000	285070	165529	2363860
1099000	284292	165560	2350069
1100000	285221	166177	2355877
1101000	287197	166973	2378673
1102000	285144	165678	2369485
1104000	286439	167161	2376288
1105000	288148	167968	2403257
1106000	288252	168234	2398096
1107000	287249	167489	2398947
1108000	286911	167573	2387815
1109000	286798	167206	2393112
1110000	287217	167739	2393319
1111000	286827	166953	2398566
